"symbol","date","open","high","low","close","volume","adjusted"
"SOL-USD",2023-11-10,45.4423713684082,57.3491020202637,45.2168464660645,56.6438522338867,3795204638,56.6438522338867
"SOL-USD",2023-11-11,56.6409950256348,63.4154472351074,54.0448684692383,56.1026611328125,4182963132,56.1026611328125
"SOL-USD",2023-11-12,56.1320304870605,61.7149047851562,54.9421043395996,56.1540985107422,2987356952,56.1540985107422
"SOL-USD",2023-11-13,56.1806259155273,59.7136573791504,51.9070510864258,51.9070510864258,2942685126,51.9070510864258
"SOL-USD",2023-11-14,51.9022178649902,57.7301063537598,51.7144622802734,56.8383750915527,3195616616,56.8383750915527
"SOL-USD",2023-11-15,56.8399391174316,66.8676681518555,56.3089866638184,65.5344009399414,3793937162,65.5344009399414
"SOL-USD",2023-11-16,65.5394439697266,67.9921493530273,56.810131072998,57.8714027404785,3922608772,57.8714027404785
"SOL-USD",2023-11-17,57.9210395812988,60.4162902832031,54.5516471862793,58.4159355163574,3185454735,58.4159355163574
"SOL-USD",2023-11-18,58.3926734924316,59.2834434509277,55.062313079834,58.5127258300781,1942321169,58.5127258300781
"SOL-USD",2023-11-19,58.524284362793,62.0211524963379,56.8826484680176,61.3935585021973,1998656461,61.3935585021973
"SOL-USD",2023-11-20,61.3704605102539,61.3704605102539,56.3534317016602,56.5338325500488,1937313546,56.5338325500488
"SOL-USD",2023-11-21,56.5403671264648,57.3656883239746,51.5559158325195,52.0004730224609,2440890238,52.0004730224609
"SOL-USD",2023-11-22,52.0021286010742,58.7915649414062,51.7374954223633,57.5885581970215,1985653842,57.5885581970215
"SOL-USD",2023-11-23,57.5780181884766,59.4739227294922,56.2875633239746,56.5993690490723,1379316733,56.5993690490723
"SOL-USD",2023-11-24,56.5788917541504,58.6860122680664,56.3490905761719,56.8664398193359,1146346831,56.8664398193359
"SOL-USD",2023-11-25,56.8662872314453,59.6541442871094,56.3252792358398,58.8464889526367,1183793273,58.8464889526367
"SOL-USD",2023-11-26,58.8454208374023,58.9579620361328,56.5114555358887,57.6427001953125,871154750,57.6427001953125
"SOL-USD",2023-11-27,57.6288681030273,58.0212249755859,53.714469909668,55.0646209716797,1237763215,55.0646209716797
"SOL-USD",2023-11-28,55.062629699707,58.6068229675293,54.0853233337402,58.1943702697754,1412314015,58.1943702697754
"SOL-USD",2023-11-29,58.1930503845215,61.6533584594727,57.8550910949707,59.250129699707,1941361674,59.250129699707
"SOL-USD",2023-11-30,59.2535171508789,61.437873840332,58.9469223022461,59.2416229248047,1263841021,59.2416229248047
"SOL-USD",2023-12-01,59.2381782531738,61.7580184936523,58.7782096862793,59.8039970397949,1376669760,59.8039970397949
"SOL-USD",2023-12-02,59.8037452697754,63.8328590393066,59.7737617492676,63.8328590393066,1346327049,63.8328590393066
"SOL-USD",2023-12-03,63.8208770751953,65.3962554931641,62.4166221618652,63.039966583252,1368876645,63.039966583252
"SOL-USD",2023-12-04,63.037769317627,65.1332397460938,60.2805213928223,61.5266151428223,2211865569,61.5266151428223
"SOL-USD",2023-12-05,61.5291748046875,62.5400047302246,59.2508277893066,60.9948310852051,1693517649,60.9948310852051
"SOL-USD",2023-12-06,60.979866027832,66.3836212158203,60.979866027832,61.9029579162598,3030993886,61.9029579162598
"SOL-USD",2023-12-07,61.9340438842773,69.3004684448242,61.8730087280273,67.8378295898438,3002455075,67.8378295898438
"SOL-USD",2023-12-08,67.8467178344727,75.1297912597656,67.8412322998047,75.0024337768555,3612712432,75.0024337768555
"SOL-USD",2023-12-09,74.9895477294922,77.5020217895508,72.0396881103516,72.2576065063477,2893248364,72.2576065063477
