"symbol","date","open","high","low","close","volume","adjusted"
"GC=F",2024-01-03,2034.19995117188,2044,2034.19995117188,2034.19995117188,54,2034.19995117188
"GC=F",2024-01-04,2041.59997558594,2044.5,2038,2042.30004882812,88,2042.30004882812
"GC=F",2024-01-05,2044.5,2048.10009765625,2042.40002441406,2042.40002441406,12,2042.40002441406
"GC=F",2024-01-08,2019.09997558594,2033.69995117188,2019.09997558594,2026.59997558594,10,2026.59997558594
"GC=F",2024-01-09,2035.80004882812,2035.80004882812,2026.40002441406,2026.40002441406,27,2026.40002441406
"GC=F",2024-01-10,2029,2035.59997558594,2021.69995117188,2021.69995117188,538,2021.69995117188
"GC=F",2024-01-11,2025.09997558594,2025.09997558594,2014.30004882812,2014.30004882812,97,2014.30004882812
"GC=F",2024-01-12,2031.09997558594,2057,2031.09997558594,2046.69995117188,390,2046.69995117188
"GC=F",2024-01-16,2051.69995117188,2054.80004882812,2026,2026,46,2026
"GC=F",2024-01-17,2026.5,2026.5,2002.59997558594,2002.59997558594,764,2002.59997558594
"GC=F",2024-01-18,2012.80004882812,2018.59997558594,2009.5,2018.59997558594,1474,2018.59997558594
"GC=F",2024-01-19,2023.19995117188,2036,2019.5,2026.5,50,2026.5
"GC=F",2024-01-22,2021.30004882812,2021.30004882812,2019.80004882812,2019.80004882812,12,2019.80004882812
"GC=F",2024-01-23,2030.30004882812,2030.30004882812,2022.5,2023.69995117188,15,2023.69995117188
"GC=F",2024-01-24,2023.19995117188,2033.19995117188,2013.90002441406,2013.90002441406,253,2013.90002441406
"GC=F",2024-01-25,2012.09997558594,2022.40002441406,2012.09997558594,2016.90002441406,548,2016.90002441406
"GC=F",2024-01-26,2021.69995117188,2022.40002441406,2016.80004882812,2016.80004882812,49,2016.80004882812
"GC=F",2024-01-29,2025.19995117188,2025.19995117188,2025.19995117188,2025.19995117188,150708,2025.19995117188
"GC=F",2024-01-30,2032.5,2048.5,2028.09997558594,2031.5,26907,2031.5
"GC=F",2024-01-31,2035.40002441406,2055,2030,2048.39990234375,2007,2048.39990234375
"GC=F",2024-02-01,2040.19995117188,2064.5,2029,2053,947,2053
"GC=F",2024-02-02,2054.80004882812,2055.89990234375,2027.69995117188,2036.09997558594,888,2036.09997558594
"GC=F",2024-02-05,2038.90002441406,2040.80004882812,2013.80004882812,2025.69995117188,412,2025.69995117188
"GC=F",2024-02-06,2025.90002441406,2037.30004882812,2025.90002441406,2034.5,249,2034.5
"GC=F",2024-02-07,2032.80004882812,2039.5,2032.69995117188,2035.19995117188,71,2035.19995117188
"GC=F",2024-02-08,2028,2036.69995117188,2020.30004882812,2032.19995117188,341,2032.19995117188
"GC=F",2024-02-09,2032,2032,2020,2023.30004882812,62,2023.30004882812
"GC=F",2024-02-12,2025.5,2025.5,2011.59997558594,2018.19995117188,317,2018.19995117188
"GC=F",2024-02-13,2025.09997558594,2025.80004882812,1990,1992.90002441406,198,1992.90002441406
"GC=F",2024-02-14,1990.30004882812,1993.5,1984.80004882812,1990.30004882812,1916,1990.30004882812
"GC=F",2024-02-15,1993.59997558594,2007.19995117188,1993.59997558594,2002.09997558594,286,2002.09997558594
"GC=F",2024-02-16,2005,2011.5,1996.5,2011.5,32,2011.5
"GC=F",2024-02-20,2015.59997558594,2029,2015.59997558594,2027.5,1326,2027.5
"GC=F",2024-02-21,2028.19995117188,2028.19995117188,2022.30004882812,2022.30004882812,15,2022.30004882812
"GC=F",2024-02-22,2033.19995117188,2033.19995117188,2019.69995117188,2019.69995117188,964,2019.69995117188
"GC=F",2024-02-23,2026,2038.59997558594,2014.90002441406,2038.59997558594,22,2038.59997558594
"GC=F",2024-02-26,2034.09997558594,2035.40002441406,2024.80004882812,2028.5,143,2028.5
"GC=F",2024-02-27,2035.90002441406,2035.90002441406,2034,2034,964,2034
"GC=F",2024-02-28,2029.5,2037,2024.80004882812,2033,581,2033
"GC=F",2024-02-29,2034.30004882812,2049.80004882812,2034.30004882812,2045.69995117188,706,2045.69995117188
"GC=F",2024-03-01,2043.09997558594,2086.89990234375,2041.80004882812,2086.89990234375,1210,2086.89990234375
"GC=F",2024-03-04,2083.60009765625,2119.80004882812,2080.69995117188,2117.69995117188,805,2117.69995117188
"GC=F",2024-03-05,2114.89990234375,2133.5,2111.39990234375,2133.5,1287,2133.5
"GC=F",2024-03-06,2125.5,2150.30004882812,2125.5,2150.30004882812,443,2150.30004882812
"GC=F",2024-03-07,2147,2163,2147,2158,152,2158
"GC=F",2024-03-08,2167.30004882812,2194.89990234375,2166.30004882812,2178.60009765625,259,2178.60009765625
"GC=F",2024-03-11,2181,2184,2177.19995117188,2182.5,738,2182.5
"GC=F",2024-03-12,2182.5,2182.69995117188,2160.39990234375,2160.39990234375,550,2160.39990234375
"GC=F",2024-03-13,2162.5,2175.39990234375,2162.5,2175.39990234375,20,2175.39990234375
"GC=F",2024-03-14,2163,2163,2162.30004882812,2163,515,2163
"GC=F",2024-03-15,2161.69995117188,2161.69995117188,2157.30004882812,2157.30004882812,100,2157.30004882812
"GC=F",2024-03-18,2146.19995117188,2160.69995117188,2146.19995117188,2160.69995117188,21,2160.69995117188
"GC=F",2024-03-19,2156.10009765625,2156.30004882812,2156.10009765625,2156.30004882812,12,2156.30004882812
"GC=F",2024-03-20,2157.30004882812,2185.89990234375,2150.89990234375,2157.89990234375,17,2157.89990234375
"GC=F",2024-03-21,2207,2211.60009765625,2182.39990234375,2182.39990234375,63,2182.39990234375
"GC=F",2024-03-22,2179.19995117188,2179.60009765625,2157.5,2158.10009765625,19,2158.10009765625
"GC=F",2024-03-25,2166.19995117188,2179.39990234375,2166.19995117188,2174.80004882812,79,2174.80004882812
"GC=F",2024-03-26,2182.69995117188,2182.69995117188,2175.60009765625,2175.60009765625,202373,2175.60009765625
"GC=F",2024-03-27,2179.39990234375,2196.19995117188,2172.10009765625,2190.60009765625,31200,2190.60009765625
"GC=F",2024-03-28,2193.60009765625,2234.10009765625,2187.10009765625,2217.39990234375,2040,2217.39990234375
"GC=F",2024-04-01,2235.69995117188,2264.19995117188,2230,2236.5,400,2236.5
"GC=F",2024-04-02,2252,2279.19995117188,2247.60009765625,2261,435,2261
"GC=F",2024-04-03,2281.69995117188,2298.80004882812,2267.89990234375,2294.39990234375,285,2294.39990234375
"GC=F",2024-04-04,2301.69995117188,2302.89990234375,2280,2288.80004882812,251,2288.80004882812
"GC=F",2024-04-05,2289.19995117188,2328.39990234375,2267.39990234375,2325.69995117188,344,2325.69995117188
"GC=F",2024-04-08,2325.60009765625,2341.80004882812,2319,2331.69995117188,202,2331.69995117188
"GC=F",2024-04-09,2337.80004882812,2364.69995117188,2337.80004882812,2343.5,211,2343.5
"GC=F",2024-04-10,2346.60009765625,2358.10009765625,2327.69995117188,2329.60009765625,377,2329.60009765625
"GC=F",2024-04-11,2341.5,2376.30004882812,2330.60009765625,2354.80004882812,283,2354.80004882812
"GC=F",2024-04-12,2377.30004882812,2429,2334.30004882812,2356.19995117188,584,2356.19995117188
"GC=F",2024-04-15,2362.10009765625,2384.69995117188,2326,2365.80004882812,1801,2365.80004882812
"GC=F",2024-04-16,2384,2390.80004882812,2371.39990234375,2390.80004882812,41,2390.80004882812
"GC=F",2024-04-17,2384.19995117188,2391.39990234375,2369.30004882812,2371.69995117188,37,2371.69995117188
"GC=F",2024-04-18,2368.39990234375,2384.39990234375,2368.39990234375,2382.30004882812,128,2382.30004882812
"GC=F",2024-04-19,2379.30004882812,2399.80004882812,2377.30004882812,2398.39990234375,160,2398.39990234375
"GC=F",2024-04-22,2383.30004882812,2383.30004882812,2326.89990234375,2332.19995117188,53,2332.19995117188
"GC=F",2024-04-23,2327.69995117188,2330.80004882812,2294.19995117188,2327.69995117188,171,2327.69995117188
"GC=F",2024-04-24,2321.30004882812,2328.69995117188,2314.60009765625,2324.5,95,2324.5
"GC=F",2024-04-25,2315,2329.80004882812,2305,2329.80004882812,1024,2329.80004882812
"GC=F",2024-04-26,2347.89990234375,2347.89990234375,2332.80004882812,2334.80004882812,717,2334.80004882812
"GC=F",2024-04-29,2334.80004882812,2345.5,2327.89990234375,2345.39990234375,405,2345.39990234375
"GC=F",2024-04-30,2322.5,2322.5,2291.39990234375,2291.39990234375,113,2291.39990234375
"GC=F",2024-05-01,2287.69995117188,2327.30004882812,2283.80004882812,2299.89990234375,42,2299.89990234375
"GC=F",2024-05-02,2321.69995117188,2324.69995117188,2292.30004882812,2299.19995117188,56,2299.19995117188
"GC=F",2024-05-03,2300,2301,2277.60009765625,2299,194,2299
"GC=F",2024-05-06,2322.80004882812,2325.5,2314.19995117188,2321.60009765625,9,2321.60009765625
"GC=F",2024-05-07,2324.30004882812,2324.30004882812,2315.19995117188,2315.19995117188,25,2315.19995117188
"GC=F",2024-05-08,2313.60009765625,2313.60009765625,2313.60009765625,2313.60009765625,4,2313.60009765625
"GC=F",2024-05-09,2310.69995117188,2339.5,2310.69995117188,2332.10009765625,5,2332.10009765625
"GC=F",2024-05-10,2367.30004882812,2367.30004882812,2367.30004882812,2367.30004882812,126,2367.30004882812
"GC=F",2024-05-13,2358.30004882812,2358.30004882812,2336.10009765625,2336.10009765625,14,2336.10009765625
"GC=F",2024-05-14,2336,2358,2336,2353.39990234375,6,2353.39990234375
"GC=F",2024-05-15,2361.60009765625,2388.69995117188,2356,2388.69995117188,29,2388.69995117188
"GC=F",2024-05-16,2389.5,2392.19995117188,2380,2380,7,2380
"GC=F",2024-05-17,2380.69995117188,2415.80004882812,2380.69995117188,2412.19995117188,213,2412.19995117188
"GC=F",2024-05-20,2415.80004882812,2435.80004882812,2409.69995117188,2433.89990234375,40,2433.89990234375
"GC=F",2024-05-21,2429.5,2429.5,2421,2421.69995117188,6,2421.69995117188
"GC=F",2024-05-22,2417.5,2417.60009765625,2375.80004882812,2389.19995117188,180,2389.19995117188
"GC=F",2024-05-23,2371.19995117188,2371.19995117188,2335,2335,365,2335
"GC=F",2024-05-24,2342.60009765625,2345.39990234375,2332.5,2332.5,25,2332.5
"GC=F",2024-05-28,2336.89990234375,2359.69995117188,2336.89990234375,2355.19995117188,26,2355.19995117188
"GC=F",2024-05-29,2340.30004882812,2340.30004882812,2340.30004882812,2340.30004882812,119317,2340.30004882812
"GC=F",2024-05-30,2336.89990234375,2349.5,2320.80004882812,2342.89990234375,32587,2342.89990234375
"GC=F",2024-05-31,2344.10009765625,2354,2319,2322.89990234375,941,2322.89990234375
"GC=F",2024-06-03,2322.60009765625,2347.5,2312,2346.60009765625,781,2346.60009765625
"GC=F",2024-06-04,2347.5,2347.69995117188,2313.89990234375,2325.5,890,2325.5
"GC=F",2024-06-05,2326.39990234375,2354.30004882812,2326.19995117188,2354.10009765625,295,2354.10009765625
"GC=F",2024-06-06,2355,2375.80004882812,2355,2370.30004882812,179,2370.30004882812
"GC=F",2024-06-07,2379.89990234375,2385.10009765625,2285.39990234375,2305.19995117188,269,2305.19995117188
"GC=F",2024-06-10,2290.60009765625,2309.30004882812,2290.5,2307.69995117188,69,2307.69995117188
"GC=F",2024-06-11,2300,2314.10009765625,2300,2307.5,871,2307.5
"GC=F",2024-06-12,2314.89990234375,2338.69995117188,2310.30004882812,2336,132,2336
"GC=F",2024-06-13,2309.39990234375,2317.69995117188,2296.19995117188,2300.19995117188,298,2300.19995117188
"GC=F",2024-06-14,2307,2331.39990234375,2305.80004882812,2331.39990234375,948,2331.39990234375
"GC=F",2024-06-17,2320.19995117188,2320.19995117188,2309.60009765625,2312.39990234375,110,2312.39990234375
"GC=F",2024-06-18,2311.80004882812,2330.39990234375,2311.80004882812,2330.39990234375,43,2330.39990234375
"GC=F",2024-06-20,2328.89990234375,2354,2328.30004882812,2353.80004882812,183,2353.80004882812
"GC=F",2024-06-21,2331.19995117188,2331.19995117188,2316.39990234375,2316.39990234375,76,2316.39990234375
"GC=F",2024-06-24,2323.30004882812,2332.89990234375,2322.69995117188,2330,99,2330
"GC=F",2024-06-25,2324.39990234375,2333,2316.60009765625,2316.60009765625,105,2316.60009765625
"GC=F",2024-06-26,2307.89990234375,2314.39990234375,2298,2299.19995117188,986,2299.19995117188
"GC=F",2024-06-27,2296.80004882812,2329,2295,2324.5,1532,2324.5
"GC=F",2024-06-28,2325.39990234375,2338.30004882812,2319,2327.69995117188,92,2327.69995117188
"GC=F",2024-07-01,2323.80004882812,2329.69995117188,2321.69995117188,2327.60009765625,237,2327.60009765625
"GC=F",2024-07-02,2330.69995117188,2334.60009765625,2323,2323,30,2323
"GC=F",2024-07-03,2330.89990234375,2361.60009765625,2330.89990234375,2359.80004882812,59,2359.80004882812
"GC=F",2024-07-05,2354.89990234375,2388.5,2354.89990234375,2388.5,72,2388.5
"GC=F",2024-07-08,2381.69995117188,2383.80004882812,2352.80004882812,2355.19995117188,64,2355.19995117188
"GC=F",2024-07-09,2363.10009765625,2363.69995117188,2360.10009765625,2360.10009765625,9,2360.10009765625
"GC=F",2024-07-10,2366.30004882812,2377,2365.80004882812,2372.19995117188,19,2372.19995117188
"GC=F",2024-07-11,2378.69995117188,2416.69995117188,2378.69995117188,2415,72,2415
"GC=F",2024-07-12,2399.80004882812,2414,2391.30004882812,2414,355,2414
"GC=F",2024-07-15,2430,2436,2422.89990234375,2422.89990234375,540,2422.89990234375
"GC=F",2024-07-16,2427.39990234375,2462.39990234375,2427.39990234375,2462.39990234375,93,2462.39990234375
"GC=F",2024-07-17,2472.89990234375,2473.10009765625,2454.80004882812,2454.80004882812,10,2454.80004882812
"GC=F",2024-07-18,2466,2466,2451.80004882812,2451.80004882812,2,2451.80004882812
"GC=F",2024-07-19,2418.80004882812,2419.19995117188,2395.5,2395.5,15,2395.5
"GC=F",2024-07-22,2402.10009765625,2402.10009765625,2392,2392,18,2392
"GC=F",2024-07-23,2395.80004882812,2404.60009765625,2388.69995117188,2404.60009765625,41,2404.60009765625
"GC=F",2024-07-24,2421,2421,2411.60009765625,2413.30004882812,6,2413.30004882812
"GC=F",2024-07-25,2365.5,2365.5,2351.89990234375,2351.89990234375,31,2351.89990234375
"GC=F",2024-07-26,2368.69995117188,2386.89990234375,2368.69995117188,2380,95,2380
"GC=F",2024-07-29,2377.30004882812,2377.30004882812,2377.30004882812,2377.30004882812,126409,2377.30004882812
"GC=F",2024-07-30,2380.89990234375,2409.30004882812,2373.80004882812,2405,25944,2405
"GC=F",2024-07-31,2407.10009765625,2447.60009765625,2402.80004882812,2426.5,1313,2426.5
"GC=F",2024-08-01,2446.69995117188,2455.10009765625,2430.39990234375,2435,690,2435
"GC=F",2024-08-02,2444,2477,2416,2425.69995117188,550,2425.69995117188
"GC=F",2024-08-05,2442,2449.80004882812,2367.39990234375,2401.69995117188,334,2401.69995117188
"GC=F",2024-08-06,2414.5,2421.80004882812,2380,2389.10009765625,163,2389.10009765625
"GC=F",2024-08-07,2392.19995117188,2401,2384.5,2390.5,130,2390.5
"GC=F",2024-08-08,2384.30004882812,2422.80004882812,2384.30004882812,2422.19995117188,201,2422.19995117188
"GC=F",2024-08-09,2422.30004882812,2432.10009765625,2418.5,2432.10009765625,611,2432.10009765625
"GC=F",2024-08-12,2432.69995117188,2469.80004882812,2432,2462.39990234375,566,2462.39990234375
"GC=F",2024-08-13,2461,2470,2456.5,2466.69995117188,510,2466.69995117188
"GC=F",2024-08-14,2468,2472.10009765625,2439.39990234375,2439.39990234375,274,2439.39990234375
"GC=F",2024-08-15,2451.80004882812,2467.69995117188,2431.19995117188,2453.10009765625,285,2453.10009765625
"GC=F",2024-08-16,2453.5,2508,2451.39990234375,2498.60009765625,197,2498.60009765625
"GC=F",2024-08-19,2508.5,2508.5,2487.19995117188,2501.80004882812,88,2501.80004882812
"GC=F",2024-08-20,2503.5,2527.30004882812,2500.69995117188,2511.30004882812,187,2511.30004882812
"GC=F",2024-08-21,2511,2515.39990234375,2503.89990234375,2508.39990234375,96,2508.39990234375
"GC=F",2024-08-22,2504.10009765625,2504.10009765625,2471.10009765625,2478.89990234375,210,2478.89990234375
"GC=F",2024-08-23,2486.5,2508.39990234375,2486.5,2508.39990234375,94,2508.39990234375
"GC=F",2024-08-26,2509.89990234375,2523.10009765625,2509.10009765625,2517.69995117188,290,2517.69995117188
"GC=F",2024-08-27,2515.19995117188,2523.10009765625,2506.89990234375,2516,100,2516
"GC=F",2024-08-28,2501,2501,2501,2501,2353,2501
"GC=F",2024-08-29,2504.10009765625,2525.69995117188,2503.89990234375,2525.69995117188,3966,2525.69995117188
"GC=F",2024-08-30,2519.5,2525.39990234375,2493.80004882812,2493.80004882812,208,2493.80004882812
"GC=F",2024-09-03,2501.60009765625,2501.80004882812,2476.30004882812,2489.89990234375,206,2489.89990234375
"GC=F",2024-09-04,2490.89990234375,2493.39990234375,2483.5,2493.39990234375,470,2493.39990234375
"GC=F",2024-09-05,2493.69995117188,2513.30004882812,2493.39990234375,2511.39990234375,54,2511.39990234375
"GC=F",2024-09-06,2510.30004882812,2517.89990234375,2483.69995117188,2493.5,96,2493.5
"GC=F",2024-09-09,2491.30004882812,2504.69995117188,2491.30004882812,2501.80004882812,96,2501.80004882812
"GC=F",2024-09-10,2512.30004882812,2512.30004882812,2512.30004882812,2512.30004882812,5,2512.30004882812
"GC=F",2024-09-11,2525.80004882812,2525.80004882812,2502.30004882812,2512.10009765625,90,2512.10009765625
"GC=F",2024-09-12,2529.10009765625,2557,2523.39990234375,2551.19995117188,132,2551.19995117188
"GC=F",2024-09-13,2568.80004882812,2581.80004882812,2565,2581.30004882812,31,2581.30004882812
"GC=F",2024-09-16,2580.39990234375,2580.39990234375,2580.39990234375,2580.39990234375,28,2580.39990234375
"GC=F",2024-09-17,2581.19995117188,2581.80004882812,2564.30004882812,2564.30004882812,22,2564.30004882812
"GC=F",2024-09-18,2570.69995117188,2570.69995117188,2549.19995117188,2570.69995117188,25,2570.69995117188
"GC=F",2024-09-19,2566,2588,2566,2588,99,2588
"GC=F",2024-09-20,2590.39990234375,2621.80004882812,2590.39990234375,2619.89990234375,17,2619.89990234375
"GC=F",2024-09-23,2626.5,2626.5,2626.5,2626.5,9,2626.5
"GC=F",2024-09-24,2636.80004882812,2662.30004882812,2625.5,2651.19995117188,35,2651.19995117188
"GC=F",2024-09-25,2656.30004882812,2664.19995117188,2649.30004882812,2659.19995117188,175,2659.19995117188
"GC=F",2024-09-26,2662.30004882812,2669.89990234375,2660.80004882812,2669.89990234375,17216,2669.89990234375
"GC=F",2024-09-27,2670,2672.10009765625,2641.69995117188,2644.30004882812,4228,2644.30004882812
"GC=F",2024-09-30,2660.89990234375,2662.10009765625,2623.19995117188,2636.10009765625,973,2636.10009765625
"GC=F",2024-10-01,2631.39990234375,2670.89990234375,2631.39990234375,2667.30004882812,153,2667.30004882812
"GC=F",2024-10-02,2650.60009765625,2657.19995117188,2640,2647.10009765625,72,2647.10009765625
"GC=F",2024-10-03,2642.80004882812,2657.10009765625,2640,2657.10009765625,354,2657.10009765625
"GC=F",2024-10-04,2656,2667,2639,2645.80004882812,114,2645.80004882812
"GC=F",2024-10-07,2648.69995117188,2657.39990234375,2639,2644.80004882812,284,2644.80004882812
"GC=F",2024-10-08,2639,2639,2609.30004882812,2615,687,2615
"GC=F",2024-10-09,2603,2607.69995117188,2603,2606,152,2606
"GC=F",2024-10-10,2602.5,2628.30004882812,2602.5,2620.60009765625,320,2620.60009765625
"GC=F",2024-10-11,2638.30004882812,2658.10009765625,2638.19995117188,2657.60009765625,12,2657.60009765625
"GC=F",2024-10-14,2655,2655.30004882812,2647.80004882812,2647.80004882812,40,2647.80004882812
"GC=F",2024-10-15,2661.39990234375,2661.39990234375,2661.39990234375,2661.39990234375,39,2661.39990234375
"GC=F",2024-10-16,2674,2674,2674,2674,6,2674
"GC=F",2024-10-17,2677.39990234375,2691.69995117188,2677.19995117188,2691,30,2691
"GC=F",2024-10-18,2713.69995117188,2719.60009765625,2713.69995117188,2713.69995117188,29,2713.69995117188
"GC=F",2024-10-21,2721.89990234375,2738.39990234375,2719.5,2723.10009765625,52,2723.10009765625
"GC=F",2024-10-22,2731.69995117188,2746,2728.60009765625,2744.19995117188,93,2744.19995117188
"GC=F",2024-10-23,2742.5,2742.5,2714.19995117188,2714.39990234375,18,2714.39990234375
"GC=F",2024-10-24,2729,2736.10009765625,2729,2734.89990234375,27,2734.89990234375
"GC=F",2024-10-25,2725.5,2742.39990234375,2725.5,2740.89990234375,29,2740.89990234375
"GC=F",2024-10-28,2736.10009765625,2742.89990234375,2729.5,2742.89990234375,56,2742.89990234375
"GC=F",2024-10-29,2768.39990234375,2768.39990234375,2768.39990234375,2768.39990234375,848,2768.39990234375
"GC=F",2024-10-30,2774.60009765625,2789,2774.60009765625,2788.5,231,2788.5
"GC=F",2024-10-31,2787.39990234375,2787.5,2733.5,2738.30004882812,849,2738.30004882812
"GC=F",2024-11-01,2745.5,2756,2734.19995117188,2738.60009765625,109,2738.60009765625
"GC=F",2024-11-04,2736.5,2737.10009765625,2736.10009765625,2736.10009765625,16,2736.10009765625
"GC=F",2024-11-05,2743,2743.89990234375,2740.30004882812,2740.30004882812,23,2740.30004882812
"GC=F",2024-11-06,2734.5,2734.5,2659.39990234375,2667.60009765625,427,2667.60009765625
"GC=F",2024-11-07,2662.5,2699.10009765625,2662.5,2698.39990234375,676,2698.39990234375
"GC=F",2024-11-08,2688.5,2694.60009765625,2682.89990234375,2687.5,676,2687.5
